epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,254.119,0.81648,0.44127,0.98077,0.98527,0.99365,0.99458,0.78703,0.81485,0.40556,0.97086,0.0095545,0.0095545,0.0095545
92,256.882,0.817,0.44496,0.98966,0.97579,0.98231,0.98986,0.78487,0.80991,0.45051,0.96623,0.00954955,0.00954955,0.00954955
93,259.664,0.81496,0.4384,0.98649,0.9919,0.98951,0.99461,0.78993,0.81492,0.40331,0.95366,0.0095446,0.0095446,0.0095446
94,262.403,0.82651,0.4398,0.97865,0.98972,0.9612,0.99088,0.78806,0.81939,0.41326,0.95856,0.00953965,0.00953965,0.00953965
95,265.185,0.829,0.45897,0.97838,0.98554,0.99625,0.99455,0.77889,0.86659,0.40487,0.97108,0.0095347,0.0095347,0.0095347
96,267.974,0.82456,0.45205,0.99391,0.98542,0.98396,0.98708,0.79635,0.80627,0.3948,0.9565,0.00952975,0.00952975,0.00952975
97,270.748,0.81101,0.44681,0.9805,0.96838,0.9622,0.98259,0.77817,0.83824,0.42823,0.98026,0.0095248,0.0095248,0.0095248
98,273.717,0.80697,0.44205,0.97433,0.98882,0.99379,0.99126,0.80224,0.77344,0.39346,0.95574,0.00951985,0.00951985,0.00951985
99,276.614,0.80594,0.43364,0.97271,0.98062,1,0.9928,0.78697,0.79416,0.37708,0.95888,0.0095149,0.0095149,0.0095149
100,279.338,0.80888,0.43589,0.97706,0.98357,0.98632,0.98738,0.79075,0.78119,0.39266,0.94812,0.00950995,0.00950995,0.00950995
101,282.091,0.80917,0.43703,0.97476,0.98817,0.99538,0.99324,0.79353,0.80827,0.38166,0.96271,0.009505,0.009505,0.009505
102,284.902,0.80463,0.43455,0.97392,0.98083,0.99634,0.99197,0.79462,0.79887,0.39104,0.96248,0.00950005,0.00950005,0.00950005
103,287.709,0.81802,0.4429,0.98698,0.99466,0.99683,0.99482,0.7816,0.82123,0.37731,0.96246,0.0094951,0.0094951,0.0094951
104,290.542,0.79563,0.41868,0.96629,0.99284,0.99468,0.99151,0.80528,0.79516,0.37388,0.96577,0.00949015,0.00949015,0.00949015
105,293.48,0.79891,0.42931,0.97147,0.99163,0.99928,0.99493,0.80555,0.78953,0.36299,0.95612,0.0094852,0.0094852,0.0094852
106,296.479,0.79373,0.43086,0.97435,0.99103,1,0.99489,0.80251,0.8042,0.36418,0.9669,0.00948025,0.00948025,0.00948025
107,299.224,0.80285,0.42473,0.96953,0.98678,0.99365,0.99461,0.78672,0.84485,0.40039,1.00249,0.0094753,0.0094753,0.0094753
108,301.943,0.80391,0.43202,0.97963,0.99339,0.99048,0.99437,0.79393,0.81911,0.39736,0.98046,0.00947035,0.00947035,0.00947035
109,304.776,0.83097,0.45147,0.98297,0.99348,0.99777,0.99496,0.81086,0.78464,0.37109,0.96412,0.0094654,0.0094654,0.0094654
110,307.682,0.83479,0.4396,0.99489,0.98819,0.99813,0.9945,0.80325,0.8045,0.37583,0.97097,0.00946045,0.00946045,0.00946045
111,310.399,0.78382,0.42507,0.96288,0.99124,0.9937,0.9949,0.79429,0.80949,0.39573,0.96701,0.0094555,0.0094555,0.0094555
112,313.173,0.78929,0.42377,0.97014,0.98727,0.99534,0.9941,0.79229,0.81587,0.38621,0.9734,0.00945055,0.00945055,0.00945055
113,315.856,0.79826,0.42718,0.97829,0.99216,0.99905,0.99496,0.7978,0.80784,0.38694,0.958,0.0094456,0.0094456,0.0094456
114,318.712,0.78474,0.42551,0.97099,0.99137,0.99051,0.99487,0.79722,0.7879,0.37647,0.96017,0.00944065,0.00944065,0.00944065
115,321.719,0.81214,0.42339,0.97379,0.98413,0.99365,0.9947,0.79872,0.7976,0.37886,0.96573,0.0094357,0.0094357,0.0094357
116,324.436,0.81426,0.4365,0.98978,0.9965,0.99507,0.99194,0.81022,0.78287,0.36409,0.95741,0.00943075,0.00943075,0.00943075
117,327.242,0.80647,0.42806,0.98635,0.99232,0.99316,0.98978,0.79945,0.7839,0.36811,0.9469,0.0094258,0.0094258,0.0094258
118,330.138,0.78228,0.42288,0.96853,0.98856,0.99525,0.99251,0.79752,0.79858,0.36826,0.94872,0.00942085,0.00942085,0.00942085
119,332.946,0.79288,0.42833,0.96464,0.98938,0.99044,0.99487,0.80487,0.79187,0.36195,0.96286,0.0094159,0.0094159,0.0094159
120,335.57,0.78423,0.41931,0.96858,0.98865,0.99119,0.99351,0.81911,0.75804,0.36238,0.9362,0.00941095,0.00941095,0.00941095
