epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
145,294.913,0.76437,0.43064,0.96555,0.99475,0.98795,0.98964,0.80292,0.73974,0.37155,0.95008,0.0092872,0.0092872,0.0092872
146,296.927,0.77218,0.43587,0.98385,0.99577,0.99316,0.9914,0.7947,0.75388,0.3689,0.95331,0.00928225,0.00928225,0.00928225
147,298.907,0.76363,0.44285,0.97573,0.9946,0.99609,0.99497,0.79513,0.76552,0.36838,0.95479,0.0092773,0.0092773,0.0092773
148,300.961,0.76666,0.43715,0.9742,0.87787,0.99365,0.92641,0.73489,0.77066,0.53123,0.96271,0.00927235,0.00927235,0.00927235
149,302.956,0.77767,0.43151,0.97556,0.99107,0.99316,0.9948,0.78995,0.7887,0.37043,0.96161,0.0092674,0.0092674,0.0092674
150,305.004,0.76246,0.42216,0.97238,0.93544,0.97305,0.97815,0.78437,0.75565,0.50049,0.94544,0.00926245,0.00926245,0.00926245
151,307.039,0.74993,0.43492,0.95217,0.98791,0.99378,0.99475,0.79388,0.75486,0.36892,0.94816,0.0092575,0.0092575,0.0092575
152,309.018,0.78168,0.44846,0.98746,0.99124,0.99332,0.99489,0.79252,0.76463,0.39952,0.95026,0.00925255,0.00925255,0.00925255
153,311.029,0.78056,0.4387,0.97759,0.98595,0.99634,0.98902,0.7878,0.77499,0.40043,0.95143,0.0092476,0.0092476,0.0092476
154,313.098,0.76762,0.4222,0.96559,0.99079,0.99634,0.99416,0.79045,0.76162,0.36109,0.94496,0.00924265,0.00924265,0.00924265
155,315.202,0.75522,0.41742,0.9631,0.99194,0.99694,0.99194,0.79586,0.77035,0.36296,0.94434,0.0092377,0.0092377,0.0092377
156,317.295,0.76427,0.43282,0.97552,0.99182,1,0.995,0.79871,0.76471,0.35741,0.95235,0.00923275,0.00923275,0.00923275
157,319.307,0.76704,0.44114,0.97257,0.99249,0.99634,0.99016,0.79651,0.75289,0.35479,0.94881,0.0092278,0.0092278,0.0092278
158,321.375,0.77356,0.43053,0.97839,0.99062,0.98999,0.98868,0.79675,0.75149,0.37643,0.94419,0.00922285,0.00922285,0.00922285
159,323.398,0.76467,0.44141,0.96966,0.99539,0.99316,0.99217,0.80252,0.7297,0.36073,0.94275,0.0092179,0.0092179,0.0092179
160,325.446,0.75831,0.44017,0.97163,0.99315,0.99634,0.99005,0.80454,0.72216,0.37008,0.93966,0.00921295,0.00921295,0.00921295
161,327.45,0.75577,0.43129,0.97717,0.99175,0.99634,0.99035,0.79289,0.76159,0.37684,0.95273,0.009208,0.009208,0.009208
162,329.464,0.75499,0.43372,0.97229,0.9937,0.99603,0.99341,0.80184,0.74237,0.35389,0.94298,0.00920305,0.00920305,0.00920305
163,331.476,0.73514,0.41926,0.96075,0.99299,0.99634,0.98967,0.79685,0.7529,0.34874,0.94854,0.0091981,0.0091981,0.0091981
164,333.445,0.7533,0.42443,0.9668,0.99459,0.99634,0.99019,0.79404,0.76636,0.35805,0.94639,0.00919315,0.00919315,0.00919315
165,335.514,0.76791,0.4319,0.96916,0.99185,0.99634,0.98974,0.79913,0.75612,0.35788,0.95076,0.0091882,0.0091882,0.0091882
166,337.501,0.7667,0.4394,0.98365,0.99707,0.99933,0.995,0.81508,0.74612,0.34461,0.94401,0.00918325,0.00918325,0.00918325
167,339.512,0.74628,0.41846,0.97127,0.99878,0.99997,0.995,0.79811,0.75271,0.34538,0.94382,0.0091783,0.0091783,0.0091783
168,341.633,0.73616,0.419,0.96418,0.99355,0.99634,0.98911,0.80251,0.73977,0.3527,0.93973,0.00917335,0.00917335,0.00917335
169,343.631,0.75538,0.42,0.96987,0.99223,0.99521,0.98879,0.803,0.74486,0.35234,0.95327,0.0091684,0.0091684,0.0091684
170,345.644,0.7564,0.42095,0.97418,0.9954,0.99634,0.98877,0.79662,0.73935,0.35951,0.95708,0.00916345,0.00916345,0.00916345
171,347.661,0.7513,0.41608,0.95915,0.9955,0.99634,0.98875,0.78844,0.7689,0.36827,0.95593,0.0091585,0.0091585,0.0091585
172,349.674,0.74234,0.42503,0.96543,0.99501,0.99634,0.99047,0.80581,0.7436,0.35928,0.94489,0.00915355,0.00915355,0.00915355
173,351.704,0.76371,0.42656,0.98305,0.99606,0.99634,0.99493,0.81399,0.73064,0.35102,0.9397,0.0091486,0.0091486,0.0091486
174,353.809,0.73589,0.4212,0.97388,0.99419,1,0.995,0.80522,0.73108,0.34721,0.95408,0.00914365,0.00914365,0.00914365
175,355.806,0.72865,0.41586,0.96958,0.99135,1,0.99455,0.80892,0.73268,0.34271,0.95098,0.0091387,0.0091387,0.0091387
176,357.803,0.74049,0.41595,0.96674,0.99869,1,0.995,0.79979,0.74167,0.34067,0.95797,0.00913375,0.00913375,0.00913375
177,359.74,0.74896,0.42291,0.97176,0.99414,0.99634,0.99476,0.78886,0.75766,0.36942,0.95851,0.0091288,0.0091288,0.0091288
178,361.778,0.73209,0.42076,0.95934,0.99745,0.99509,0.995,0.79884,0.75753,0.35095,0.95393,0.00912385,0.00912385,0.00912385
179,363.771,0.75171,0.41529,0.97836,0.99597,0.99683,0.995,0.80988,0.72755,0.3474,0.9406,0.0091189,0.0091189,0.0091189
