epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,342.491,0.7689,0.42716,0.99647,0.99408,0.98684,0.99429,0.82088,0.75451,0.35087,0.95397,0.00118143,0.00118143,0.00118143
142,344.836,0.73794,0.40708,0.98648,0.99223,0.99361,0.99406,0.81512,0.742,0.33957,0.9606,0.00117966,0.00117966,0.00117966
143,347.319,0.73484,0.4113,0.99793,0.99122,0.99972,0.99489,0.81301,0.74699,0.34616,0.96548,0.00117789,0.00117789,0.00117789
144,349.772,0.72979,0.40749,0.99133,0.98796,0.99927,0.99464,0.81028,0.74808,0.33438,0.95996,0.00117612,0.00117612,0.00117612
145,352.296,0.71767,0.3912,0.96837,0.99549,0.99947,0.99493,0.81587,0.73434,0.33158,0.94974,0.00117435,0.00117435,0.00117435
146,354.744,0.74119,0.40223,0.98935,0.99048,0.99467,0.99489,0.81374,0.74155,0.34031,0.9603,0.00117258,0.00117258,0.00117258
147,357.149,0.7262,0.40734,0.9781,0.99426,0.99268,0.99424,0.81216,0.72729,0.34858,0.95582,0.00117082,0.00117082,0.00117082
148,359.541,0.72329,0.39841,0.97484,0.98783,0.99391,0.99474,0.81266,0.74471,0.34663,0.96166,0.00116905,0.00116905,0.00116905
149,361.88,0.73563,0.412,0.97443,0.99002,0.99316,0.99388,0.78951,0.77633,0.36717,0.97008,0.00116728,0.00116728,0.00116728
150,364.209,0.74177,0.39993,0.98302,0.98503,0.99158,0.98651,0.78208,0.77498,0.34587,0.97107,0.00116551,0.00116551,0.00116551
151,366.702,0.72398,0.39866,0.96421,0.99304,0.9954,0.99193,0.80372,0.74814,0.33879,0.95002,0.00116374,0.00116374,0.00116374
152,369.059,0.76006,0.41493,0.99697,0.99507,0.99634,0.99388,0.81317,0.72852,0.33281,0.94308,0.00116197,0.00116197,0.00116197
153,371.369,0.74972,0.40325,0.98403,0.99282,0.99634,0.9919,0.80896,0.73614,0.33815,0.94765,0.00116021,0.00116021,0.00116021
154,373.733,0.72308,0.38994,0.96369,0.9945,0.99547,0.98946,0.8082,0.71894,0.33619,0.9396,0.00115844,0.00115844,0.00115844
155,376.167,0.71491,0.38544,0.96277,0.9914,0.98975,0.99424,0.8216,0.72475,0.33739,0.94277,0.00115667,0.00115667,0.00115667
156,378.494,0.72526,0.38693,0.97514,0.9829,0.99628,0.99489,0.81154,0.74355,0.34226,0.95156,0.0011549,0.0011549,0.0011549
157,380.814,0.72872,0.40449,0.97542,0.99284,0.99298,0.99471,0.81678,0.72859,0.34214,0.94587,0.00115313,0.00115313,0.00115313
158,383.098,0.74137,0.39757,0.98325,0.99287,0.99683,0.995,0.81141,0.74197,0.36567,0.95485,0.00115136,0.00115136,0.00115136
159,385.616,0.72109,0.39911,0.96938,0.99503,0.99382,0.995,0.80496,0.73388,0.36052,0.94622,0.00114959,0.00114959,0.00114959
160,387.934,0.73317,0.40077,0.97878,0.99094,0.99428,0.99486,0.80903,0.75921,0.36136,0.95305,0.00114783,0.00114783,0.00114783
161,390.227,0.71702,0.39495,0.9731,0.99817,0.99683,0.995,0.80109,0.76292,0.35292,0.97331,0.00114606,0.00114606,0.00114606
162,392.581,0.7287,0.38959,0.97183,0.99575,0.99954,0.995,0.81313,0.72049,0.32128,0.95663,0.00114429,0.00114429,0.00114429
163,394.831,0.70627,0.38241,0.95798,0.99511,0.9973,0.99228,0.8004,0.74097,0.32945,0.95788,0.00114252,0.00114252,0.00114252
164,397.086,0.71069,0.38234,0.96517,0.99135,0.99365,0.99391,0.79829,0.76127,0.3342,0.96132,0.00114075,0.00114075,0.00114075
165,399.318,0.73094,0.39568,0.96869,0.98489,0.97869,0.99267,0.7991,0.77529,0.36509,0.95143,0.00113898,0.00113898,0.00113898
166,401.748,0.73266,0.39157,0.98057,0.99461,0.99241,0.99272,0.81045,0.75668,0.3385,0.9517,0.00113722,0.00113722,0.00113722
167,404.055,0.71641,0.39358,0.97081,0.9957,0.99634,0.98993,0.80056,0.75342,0.33834,0.94745,0.00113545,0.00113545,0.00113545
168,406.468,0.72522,0.38964,0.97641,0.99577,0.99634,0.99313,0.8017,0.75335,0.33014,0.94569,0.00113368,0.00113368,0.00113368
169,408.875,0.71081,0.38667,0.96313,0.99162,0.99316,0.99351,0.80277,0.7528,0.33729,0.95334,0.00113191,0.00113191,0.00113191
170,411.251,0.73426,0.38524,0.97762,0.99427,0.99343,0.99483,0.80816,0.74541,0.32641,0.94937,0.00113014,0.00113014,0.00113014
171,413.644,0.73495,0.38998,0.96819,0.99857,1,0.995,0.79966,0.72746,0.3222,0.94554,0.00112837,0.00112837,0.00112837
172,416.134,0.7195,0.39655,0.96775,0.99899,1,0.995,0.80759,0.75037,0.31993,0.95666,0.00112661,0.00112661,0.00112661
173,418.537,0.72351,0.38632,0.98211,0.99733,0.99947,0.995,0.80781,0.74508,0.32337,0.94893,0.00112484,0.00112484,0.00112484
174,420.972,0.70684,0.38106,0.97326,0.98887,0.99296,0.9922,0.80998,0.73628,0.32026,0.95593,0.00112307,0.00112307,0.00112307
175,423.298,0.70531,0.38442,0.96706,0.99795,0.99844,0.995,0.81015,0.73518,0.33033,0.94795,0.0011213,0.0011213,0.0011213
176,425.645,0.70545,0.37868,0.9634,0.99945,0.99567,0.995,0.80104,0.73274,0.3295,0.94836,0.00111953,0.00111953,0.00111953
177,428.038,0.7125,0.37853,0.96878,0.99861,0.99666,0.995,0.80154,0.7308,0.32328,0.94587,0.00111776,0.00111776,0.00111776
178,430.431,0.70597,0.38557,0.96216,0.99468,0.99683,0.99493,0.8084,0.72611,0.36867,0.94191,0.001116,0.001116,0.001116
179,432.814,0.70738,0.37914,0.9731,0.99515,0.99958,0.995,0.81207,0.71661,0.33939,0.93209,0.00111423,0.00111423,0.00111423
180,435.185,0.71171,0.39745,0.96925,0.99814,1,0.995,0.81052,0.73116,0.32141,0.93326,0.00111246,0.00111246,0.00111246
181,437.479,0.71007,0.38009,0.96096,0.9951,0.99772,0.995,0.81324,0.72332,0.33287,0.93698,0.00111069,0.00111069,0.00111069
