epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,148.756,0.87757,0.55027,1.04901,0.99525,0.99057,0.99473,0.78903,0.81152,0.43753,0.99261,0.0097129,0.0097129,0.0097129
60,150.949,0.87701,0.55703,1.04003,0.98509,0.98867,0.99464,0.7461,0.90324,0.46427,1.05781,0.00970795,0.00970795,0.00970795
61,153.136,0.86788,0.56364,1.04313,0.98392,0.98292,0.99459,0.77176,0.83321,0.45277,1.02686,0.009703,0.009703,0.009703
62,155.431,0.87489,0.57488,1.06193,0.96238,0.96995,0.98969,0.76991,0.82695,0.48447,1.01474,0.00969805,0.00969805,0.00969805
63,157.653,0.84457,0.53787,1.03392,0.97926,0.97068,0.992,0.76469,0.82909,0.55475,1.01304,0.0096931,0.0096931,0.0096931
64,159.844,0.87483,0.55123,1.0373,0.93796,0.92165,0.97941,0.75376,0.84043,0.62859,0.99865,0.00968815,0.00968815,0.00968815
65,162.087,0.86744,0.53862,1.03397,0.95614,0.95649,0.98927,0.76991,0.82104,0.59896,0.98581,0.0096832,0.0096832,0.0096832
66,164.358,0.86358,0.5312,1.02737,0.93053,0.97921,0.98168,0.76618,0.82079,0.57047,0.99347,0.00967825,0.00967825,0.00967825
67,166.569,0.86216,0.53463,1.02978,0.98561,0.96507,0.98613,0.74115,0.89847,0.79741,1.03787,0.0096733,0.0096733,0.0096733
68,168.781,0.85242,0.53682,1.042,0.88764,0.85029,0.9554,0.70789,0.9703,0.74068,1.10965,0.00966835,0.00966835,0.00966835
69,170.986,0.8544,0.53504,1.03476,0.99031,0.9876,0.99203,0.7867,0.81225,0.4247,0.99246,0.0096634,0.0096634,0.0096634
70,173.131,0.83509,0.51674,1.01402,0.98756,0.98261,0.992,0.79802,0.79865,0.41537,0.98211,0.00965845,0.00965845,0.00965845
71,175.229,0.85293,0.52867,1.03722,0.97359,0.98999,0.99284,0.79548,0.7991,0.43803,0.9866,0.0096535,0.0096535,0.0096535
72,177.37,0.84286,0.50625,1.03294,0.98813,0.98954,0.99069,0.78192,0.79989,0.40809,0.98547,0.00964855,0.00964855,0.00964855
73,179.489,0.86462,0.52093,1.0282,0.98404,0.99218,0.9902,0.77654,0.83027,0.44059,0.98855,0.0096436,0.0096436,0.0096436
74,181.633,0.8395,0.52431,1.01323,0.97509,0.97786,0.99126,0.783,0.8023,0.46139,0.98757,0.00963865,0.00963865,0.00963865
75,183.737,0.85965,0.51512,1.03456,0.97718,0.98014,0.9898,0.76741,0.82552,0.46978,1.00756,0.0096337,0.0096337,0.0096337
76,185.854,0.84519,0.51398,1.02027,0.92499,0.88712,0.94949,0.67472,1.05611,0.70912,1.13936,0.00962875,0.00962875,0.00962875
77,187.974,0.83998,0.50399,1.02578,0.9825,0.98999,0.99096,0.7792,0.81203,0.43441,0.98925,0.0096238,0.0096238,0.0096238
78,190.211,0.83816,0.48739,1.01503,0.9935,0.97474,0.99311,0.7747,0.8217,0.44213,1.00491,0.00961885,0.00961885,0.00961885
79,192.525,0.86116,0.51364,1.04001,0.98759,0.97589,0.99079,0.78021,0.81275,0.42554,0.9955,0.0096139,0.0096139,0.0096139
80,194.839,0.84928,0.52509,1.03524,0.98686,0.97943,0.98704,0.7813,0.80665,0.43478,0.9974,0.00960895,0.00960895,0.00960895
81,197.149,0.85566,0.50645,1.03909,0.9851,0.96642,0.98756,0.77651,0.81302,0.44231,0.99387,0.009604,0.009604,0.009604
82,199.528,0.82031,0.49957,1.02252,0.98287,0.9866,0.9906,0.78707,0.79988,0.42973,0.98453,0.00959905,0.00959905,0.00959905
83,201.929,0.84205,0.50909,1.02139,0.98362,0.98367,0.98939,0.77591,0.81315,0.44112,0.99896,0.0095941,0.0095941,0.0095941
84,204.449,0.80839,0.49795,1.01903,0.988,0.98681,0.99144,0.7832,0.82164,0.45892,1.00874,0.00958915,0.00958915,0.00958915
85,206.873,0.8371,0.50837,1.03152,0.97638,0.98364,0.99295,0.78517,0.79538,0.48573,0.99565,0.0095842,0.0095842,0.0095842
86,209.253,0.83064,0.50854,1.04101,0.98986,0.98319,0.99261,0.78537,0.78915,0.4532,0.99318,0.00957925,0.00957925,0.00957925
87,211.607,0.82588,0.49577,1.01948,0.96269,0.95987,0.98642,0.76822,0.82002,0.53287,1.00736,0.0095743,0.0095743,0.0095743
88,213.992,0.83274,0.49875,1.01201,0.97044,0.95266,0.98222,0.76853,0.82373,0.49885,1.01261,0.00956935,0.00956935,0.00956935
89,216.446,0.82243,0.49662,1.01457,0.99394,0.98274,0.99456,0.78244,0.81302,0.40306,1.01102,0.0095644,0.0095644,0.0095644
90,218.663,0.83617,0.49631,1.02204,0.99174,0.99047,0.99487,0.78503,0.81886,0.44731,0.99748,0.00955945,0.00955945,0.00955945
91,220.818,0.81737,0.49177,1.02549,0.98127,0.99634,0.99066,0.7956,0.76126,0.41287,0.97671,0.0095545,0.0095545,0.0095545
92,222.968,0.80393,0.48437,1.01596,0.98112,0.98751,0.99327,0.78828,0.77744,0.43217,0.98252,0.00954955,0.00954955,0.00954955
93,225.116,0.80976,0.47838,1.01267,0.98809,0.99634,0.99356,0.79878,0.78207,0.39966,0.98321,0.0095446,0.0095446,0.0095446
94,227.389,0.79878,0.48227,1.01714,0.98383,0.98188,0.99409,0.77897,0.84009,0.42362,1.02567,0.00953965,0.00953965,0.00953965
95,229.67,0.81973,0.47015,1.02445,0.99154,0.99326,0.99224,0.78699,0.76246,0.38937,0.97594,0.0095347,0.0095347,0.0095347
96,232.016,0.81821,0.48389,1.01434,0.9805,0.97354,0.99062,0.78785,0.79381,0.42737,0.98536,0.00952975,0.00952975,0.00952975
97,234.177,0.82794,0.48674,1.01836,0.99021,0.96658,0.98759,0.75643,0.88296,0.44524,1.04228,0.0095248,0.0095248,0.0095248
98,236.436,0.80914,0.47574,1.01411,0.99421,0.98513,0.99216,0.77107,0.83975,0.40292,1.01566,0.00951985,0.00951985,0.00951985
99,238.662,0.8164,0.48368,1.01936,0.99114,0.98364,0.99452,0.77808,0.81881,0.40114,1.00535,0.0095149,0.0095149,0.0095149
100,240.874,0.78962,0.47404,1.00169,0.99033,0.99634,0.9908,0.79416,0.77986,0.42415,0.98398,0.00950995,0.00950995,0.00950995
101,243.104,0.82506,0.4926,1.0245,0.99007,0.98833,0.99342,0.78339,0.80921,0.40719,1.00147,0.009505,0.009505,0.009505
102,245.397,0.80253,0.46201,1.01645,0.99228,0.98999,0.99478,0.78344,0.80763,0.39113,1.00252,0.00950005,0.00950005,0.00950005
103,247.708,0.80159,0.46877,1.01316,0.99245,0.99683,0.99497,0.78761,0.80142,0.39907,0.99582,0.0094951,0.0094951,0.0094951
