epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,331.854,0.75624,0.41994,0.98309,0.99312,0.99613,0.9945,0.78841,0.82954,0.37966,0.97756,0.00123518,0.00123518,0.00123518
139,334.195,0.73454,0.4011,0.97225,0.98766,0.98646,0.99382,0.80667,0.75855,0.35421,0.94996,0.00123377,0.00123377,0.00123377
140,336.68,0.72469,0.39467,0.95548,0.98368,0.9888,0.9938,0.81092,0.73423,0.3563,0.93412,0.00123236,0.00123236,0.00123236
141,339.038,0.77119,0.42505,0.99079,0.99257,0.9871,0.99468,0.80837,0.77004,0.35539,0.94578,0.00123094,0.00123094,0.00123094
142,341.545,0.74542,0.40364,0.98622,0.99519,0.99748,0.995,0.81053,0.74851,0.33261,0.95035,0.00122953,0.00122953,0.00122953
143,344.068,0.73942,0.40279,0.99,0.99041,0.9842,0.9918,0.80272,0.74564,0.37567,0.95095,0.00122811,0.00122811,0.00122811
144,346.682,0.73074,0.39529,0.98423,0.99093,0.98364,0.99315,0.80654,0.76678,0.37088,0.95464,0.0012267,0.0012267,0.0012267
145,349.115,0.72651,0.39602,0.9616,0.99493,0.99386,0.99493,0.81203,0.76869,0.34671,0.95342,0.00122528,0.00122528,0.00122528
146,351.513,0.7571,0.41016,0.99027,0.9799,0.99548,0.99362,0.81922,0.73084,0.32931,0.95611,0.00122387,0.00122387,0.00122387
147,353.822,0.73832,0.40224,0.98431,0.99235,0.99374,0.99085,0.81056,0.75269,0.3376,0.96205,0.00122245,0.00122245,0.00122245
148,356.228,0.73551,0.40122,0.97799,0.99231,0.99236,0.99254,0.80977,0.73814,0.33402,0.946,0.00122104,0.00122104,0.00122104
149,358.682,0.74306,0.39941,0.97366,0.98932,0.99634,0.99489,0.82215,0.7362,0.33224,0.94332,0.00121962,0.00121962,0.00121962
150,361.178,0.74205,0.40327,0.97861,0.99664,0.99634,0.99493,0.82382,0.73172,0.3319,0.94723,0.00121821,0.00121821,0.00121821
151,363.712,0.72225,0.40035,0.95926,0.99687,0.99634,0.99496,0.81975,0.73262,0.33328,0.94696,0.00121679,0.00121679,0.00121679
152,365.982,0.7737,0.41613,0.99871,0.9978,0.99502,0.99493,0.80385,0.73208,0.35016,0.9493,0.00121538,0.00121538,0.00121538
153,368.317,0.74898,0.40372,0.98584,0.99127,0.99513,0.99463,0.80177,0.75941,0.34582,0.95943,0.00121396,0.00121396,0.00121396
154,370.777,0.72152,0.38735,0.96203,0.95839,0.98185,0.98839,0.79921,0.76206,0.47893,0.95474,0.00121255,0.00121255,0.00121255
155,373.152,0.71693,0.39071,0.96408,0.99309,0.99042,0.99445,0.81697,0.73608,0.33824,0.9428,0.00121113,0.00121113,0.00121113
156,375.586,0.71907,0.39121,0.97499,0.99186,0.99024,0.99436,0.81159,0.76383,0.33715,0.95731,0.00120972,0.00120972,0.00120972
157,377.959,0.74656,0.41285,0.98129,0.99489,0.99323,0.99148,0.80939,0.72394,0.35319,0.94182,0.00120831,0.00120831,0.00120831
